0	 -1.2945	
0.0005	 -1.2939	
0.001	 -1.2922	
0.0015	 -1.2898	
0.002	 -1.2868	
0.0025	 -1.2837	
0.003	 -1.2807	
0.0035	 -1.2778	
0.004	 -1.275	
0.0045	 -1.2723	
0.005	 -1.2697	
0.0055	 -1.267	
0.006	 -1.2641	
0.0065	 -1.2611	
0.007	 -1.2579	
0.0075	 -1.2544	
0.008	 -1.2505	
0.0085	 -1.2463	
0.009	 -1.2417	
0.0095	 -1.2366	
0.01	 -1.2311	
0.0105	 -1.2251	
0.011	 -1.2185	
0.0115	 -1.2113	
0.012	 -1.2035	
0.0125	 -1.195	
0.013	 -1.1858	
0.0135	 -1.1757	
0.014	 -1.1648	
0.0145	 -1.1529	
0.015	 -1.1399	
0.0155	 -1.1259	
0.016	 -1.1106	
0.0165	 -1.094	
0.017	 -1.076	
0.0175	 -1.0564	
0.018	 -1.0351	
0.0185	 -1.0121	
0.019	 -0.9872	
0.0195	 -0.9602	
0.02	 -0.93105	
0.0205	 -0.89955	
0.021	 -0.86559	
0.0215	 -0.8291	
0.022	 -0.7899	
0.0225	 -0.74793	
0.023	 -0.70313	
0.0235	 -0.65544	
0.024	 -0.60486	
0.0245	 -0.55143	
0.025	 -0.49524	
0.0255	 -0.43641	
0.026	 -0.37509	
0.0265	 -0.31161	
0.027	 -0.24621	
0.0275	 -0.17917	
0.028	 -0.11103	
0.0285	 -0.042122	
0.029	 0.027177	
0.0295	 0.096255	
0.03	 0.16475	
0.0305	 0.23228	
0.031	 0.29832	
0.0315	 0.36258	
0.032	 0.42476	
0.0325	 0.48454	
0.033	 0.54174	
0.0335	 0.59621	
0.034	 0.64784	
0.0345	 0.69658	
0.035	 0.7424	
0.0355	 0.78536	
0.036	 0.8255	
0.0365	 0.86287	
0.037	 0.89763	
0.0375	 0.92988	
0.038	 0.95969	
0.0385	 0.98728	
0.039	 1.0127	
0.0395	 1.0361	
0.04	 1.0577	
0.0405	 1.0776	
0.041	 1.0958	
0.0415	 1.1125	
0.042	 1.1278	
0.0425	 1.1419	
0.043	 1.1547	
0.0435	 1.1665	
0.044	 1.1772	
0.0445	 1.1869	
0.045	 1.1959	
0.0455	 1.2039	
0.046	 1.2113	
0.0465	 1.2179	
0.047	 1.2239	
0.0475	 1.2292	
0.048	 1.234	
0.0485	 1.2383	
0.049	 1.2421	
0.0495	 1.2454	
0.05	 1.2482	
0.0505	 1.2506	
0.051	 1.2527	
0.0515	 1.2543	
0.052	 1.2556	
0.0525	 1.2565	
0.053	 1.257	
0.0535	 1.2572	
0.054	 1.2571	
0.0545	 1.2567	
0.055	 1.2559	
0.0555	 1.2548	
0.056	 1.2535	
0.0565	 1.2517	
0.057	 1.2497	
0.0575	 1.2474	
0.058	 1.2447	
0.0585	 1.2417	
0.059	 1.2383	
0.0595	 1.2347	
0.06	 1.2306	
0.0605	 1.2262	
0.061	 1.2214	
0.0615	 1.2162	
0.062	 1.2106	
0.0625	 1.2045	
0.063	 1.1981	
0.0635	 1.1911	
0.064	 1.1837	
0.0645	 1.1757	
0.065	 1.1672	
0.0655	 1.1582	
0.066	 1.1485	
0.0665	 1.1383	
0.067	 1.1274	
0.0675	 1.1159	
0.068	 1.1036	
0.0685	 1.0906	
0.069	 1.0769	
0.0695	 1.0623	
0.07	 1.047	
0.0705	 1.0308	
0.071	 1.0138	
0.0715	 0.9959	
0.072	 0.9771	
0.0725	 0.9574	
0.073	 0.93679	
0.0735	 0.91529	
0.074	 0.8929	
0.0745	 0.86963	
0.075	 0.84554	
0.0755	 0.82065	
0.076	 0.79501	
0.0765	 0.76869	
0.077	 0.74178	
0.0775	 0.71434	
0.078	 0.68649	
0.0785	 0.65834	
0.079	 0.62998	
0.0795	 0.60157	
0.08	 0.57321	
0.0805	 0.54505	
0.081	 0.51718	
0.0815	 0.48977	
0.082	 0.46293	
0.0825	 0.43676	
0.083	 0.41137	
0.0835	 0.38685	
0.084	 0.36327	
0.0845	 0.3407	
0.085	 0.31917	
0.0855	 0.29873	
0.086	 0.27937	
0.0865	 0.26112	
0.087	 0.24396	
0.0875	 0.22786	
0.088	 0.21278	
0.0885	 0.19872	
0.089	 0.18557	
0.0895	 0.17332	
0.09	 0.1619	
0.0905	 0.15123	
0.091	 0.14125	
0.0915	 0.13191	
0.092	 0.12311	
0.0925	 0.1148	
0.093	 0.10692	
0.0935	 0.099393	
0.094	 0.092178	
0.0945	 0.08524	
0.095	 0.078537	
0.0955	 0.072062	
0.096	 0.065811	
0.0965	 0.059796	
0.097	 0.054037	
0.0975	 0.048557	
0.098	 0.043393	
0.0985	 0.038565	
0.099	 0.034096	
0.0995	 0.029998	
0.1	 0.026274	
0.1005	 0.022925	
0.101	 0.019928	
0.1015	 0.017269	
0.102	 0.01493	
0.1025	 0.012874	
0.103	 0.011079	
0.1035	 0.0095249	
0.104	 0.008173	
0.1045	 0.007005	
0.105	 0.0060026	
0.1055	 0.0051362	
0.106	 0.0043922	
0.1065	 0.0037569	
0.107	 0.0032098	
