	1000
  3.888885329971e-005   1.491822915760e-003   1.037237329329e-004   3.995184268790e-003   2.406000009340e+001   1.958878692710e+002
 -5.126283078552e-005   4.231182223990e-005  -9.965511693203e-005  -4.212410527260e-003   2.406000007530e+001   1.957812833840e+002
  1.173602530997e-004   2.296322532060e-003   1.129777326558e-004   3.979604956670e-003   2.406000006040e+001   1.962728196780e+002
  1.243429756522e-004   9.923026437640e-004   3.536309509420e-005   1.781489061700e-003   2.405999977990e+001   1.968710211730e+002
 -3.492082140788e-005   1.940179924710e-004  -2.523795687812e-004  -1.021416571000e-002   2.406000007910e+001   1.960725620390e+002
  1.492170045768e-004   1.842745091350e-003  -1.879950620553e-005  -7.760233887220e-005   2.405999989040e+001   1.967371770220e+002
 -1.958534852786e-005   6.458604286210e-004   1.576098984858e-004   6.328450383590e-003   2.406000004690e+001   1.956436449110e+002
 -6.070880367665e-005   6.990950647170e-004  -4.118046592859e-004  -1.584504750450e-002   2.406000001560e+001   1.963895180080e+002
  1.436699586176e-004   1.815719187780e-003   1.128508099417e-005   1.822960906460e-004   2.405999976500e+001   1.969186201420e+002
 -1.943030096614e-005  -4.832735378720e-004  -1.798121782747e-004  -6.322729314180e-003   2.406000008480e+001   1.959985796870e+002
  1.504076029858e-004   1.611738092760e-003   3.095841117920e-005   1.682066327210e-003   2.406000001010e+001   1.964783460230e+002
  3.410890758593e-005   8.845545295720e-004  -1.621133317774e-004  -6.262847222510e-003   2.405999994830e+001   1.965376175790e+002
 -4.089859126270e-005   7.307519173360e-004  -5.263716956903e-005  -2.459960314360e-003   2.405999997350e+001   1.954487054280e+002
  1.452873512644e-004   2.471256642750e-003  -4.046414553530e-005  -1.042291355620e-003   2.406000004290e+001   1.963777508710e+002
  7.839822536771e-005   1.539631992190e-003   2.005030052098e-004   7.988752919860e-003   2.406000009350e+001   1.959899449630e+002
 -9.375244115306e-005  -5.104755052430e-004  -3.829158171296e-004  -1.476245222690e-002   2.405999996130e+001   1.954851370460e+002
 -9.305357926891e-005   9.201911763520e-004   1.429738839351e-004   5.231407854260e-003   2.406000002190e+001   1.962269427010e+002
  3.081823152415e-005   1.407673081290e-003  -2.001824200416e-004  -7.474933170290e-003   2.406000008410e+001   1.960148045910e+002
  9.682862263899e-005   9.232716456330e-004   7.346163611808e-005   2.888348084920e-003   2.405999996350e+001   1.965480513110e+002
  2.717736151083e-005   4.815084581830e-004  -2.375741153656e-004  -9.627036147860e-003   2.405999993190e+001   1.965823178460e+002
 -1.076935179711e-005   4.473381410750e-004  -1.540482200479e-004  -5.426657667000e-003   2.405999998860e+001   1.963911679850e+002
 -1.264655025603e-004  -7.707187674970e-004  -7.770172237571e-005  -2.852380142160e-003   2.405999986330e+001   1.952486288980e+002
 -8.792819252942e-005   9.399395894180e-004   1.997237195547e-004   7.733076352160e-003   2.406000007920e+001   1.958982496260e+002
 -1.406268183475e-004  -5.808577306900e-004   6.553966505779e-006   1.037787562720e-003   2.406000000880e+001   1.955270688330e+002
 -7.050545080247e-005  -4.192816469840e-004   1.790297215520e-004   6.856270864850e-003   2.406000007410e+001   1.961474988220e+002
 -9.563314969858e-005   8.773964185490e-004  -1.937282401382e-005  -1.159679695940e-003   2.406000001020e+001   1.955409971790e+002
  1.930297542898e-004   1.383943385310e-003   2.675477357667e-004   1.058027632170e-002   2.406000008130e+001   1.961037168830e+002
 -7.065050107527e-005   8.347047749780e-004   1.366246445298e-004   5.386955272080e-003   2.406000007950e+001   1.960504324660e+002
 -5.862606269978e-006   3.669328167920e-004   6.852674090654e-005   3.129485319980e-003   2.406000008760e+001   1.959328547890e+002
 -7.436416428692e-005   5.614990848430e-004  -9.388394438978e-005  -2.616437390960e-003   2.406000003750e+001   1.956371044300e+002
  1.204268576093e-004   2.205550907300e-003   1.658301816813e-004   6.477921951350e-003   2.405999993640e+001   1.966527179380e+002
  4.994668489815e-005   4.636562092120e-004   5.138431362204e-006   6.985274352710e-004   2.405999989480e+001   1.966499766600e+002
  2.534047683265e-005   3.899039062580e-004  -1.142892136352e-004  -4.298957762570e-003   2.406000009480e+001   1.958776947010e+002
 -1.094965531731e-005   9.692396940550e-004  -9.935082494861e-005  -3.085503530120e-003   2.405999995130e+001   1.964780163790e+002
  1.142468478623e-004   2.189326312410e-003  -2.297948114976e-004  -9.363669164610e-003   2.406000007560e+001   1.961525300090e+002
  1.294316933455e-004   2.015715568570e-003  -6.377224102132e-005  -2.280873396050e-003   2.405999997740e+001   1.965536757070e+002
 -1.097768617884e-004   1.089618087350e-003   6.288268867547e-005   2.023083731410e-003   2.406000002710e+001   1.955989942420e+002
 -1.491150653293e-005   8.858881544430e-005  -1.627167594147e-004  -5.387477822910e-003   2.405999993280e+001   1.965031027070e+002
 -4.181019574309e-004  -2.802659544330e-003  -1.356390913778e-004  -4.906163015510e-003   2.405999974530e+001   1.952352998260e+002
 -9.457963986430e-005   6.127711633300e-004   1.119802672432e-004   4.515003090280e-003   2.405999986150e+001   1.952491018970e+002
 -3.496962407706e-005  -3.456367146040e-004  -1.277646431677e-004  -4.889049820730e-003   2.406000009290e+001   1.959281228070e+002
 -7.535881550940e-005   7.574051319090e-004  -2.244788098307e-004  -8.934242134810e-003   2.406000002380e+001   1.962588350300e+002
  1.265798237199e-004   2.588779313090e-003  -2.834055581974e-005  -1.005232525450e-003   2.406000003150e+001   1.963937535200e+002
 -9.393934829188e-005   1.069551554620e-003   5.418448854116e-005   1.716447171040e-003   2.406000007800e+001   1.959689425080e+002
  1.572811968740e-004   1.896145867770e-003   4.627786216396e-004   1.766604954250e-002   2.406000006740e+001   1.962470592810e+002
 -5.852546402121e-005  -7.097321853570e-004   2.319415751108e-004   9.144962160010e-003   2.405999993910e+001   1.953890736330e+002
  6.868611452711e-005   3.099968899600e-004  -1.818305041487e-004  -7.255572029870e-003   2.406000006710e+001   1.961729648690e+002
  1.405777681128e-004   1.382658713480e-003   1.077020981028e-004   3.738296050640e-003   2.406000003960e+001   1.963603656070e+002
 -6.385060308558e-005   3.352105513050e-004   1.551900409239e-004   6.366149960870e-003   2.406000007510e+001   1.957804656960e+002
  1.191121192539e-004   2.345079597550e-003  -3.076920009925e-006   1.792272396790e-004   2.405999988630e+001   1.967205546450e+002
  9.273597215713e-005   2.261166099870e-003   1.114691294529e-004   3.999127731390e-003   2.405999992750e+001   1.966209238750e+002
  6.387730955104e-007  -3.924173732280e-004  -1.744625427566e-004  -6.298326804810e-003   2.406000005330e+001   1.962041568580e+002
 -1.152274895975e-004  -1.060533335270e-003  -1.229866569736e-004  -5.121330948370e-003   2.406000001770e+001   1.962671798840e+002
 -3.442282995746e-005   7.962251306300e-005  -8.171492442571e-005  -2.988064386020e-003   2.405999999500e+001   1.963815400330e+002
 -5.610293566289e-006   8.304325134390e-005   2.212981469818e-004   8.228854184070e-003   2.406000008340e+001   1.960167118740e+002
 -4.602078515511e-005   1.399126045620e-004   7.373936911504e-005   3.146856053660e-003   2.406000002040e+001   1.955561129220e+002
  1.644713782842e-005  -2.088632098720e-004   1.177572527959e-004   4.231946982370e-003   2.406000003390e+001   1.956065520760e+002
 -1.628381046751e-004  -7.273749814660e-004   1.215603419488e-005   4.283724138740e-005   2.406000005950e+001   1.961135078860e+002
 -7.878164870463e-005   4.880418035590e-004   7.753496196598e-005   2.286935878850e-003   2.406000007230e+001   1.957839791830e+002
  7.899986693208e-005   2.176698138760e-003  -1.868925070930e-004  -6.872068442140e-003   2.405999997510e+001   1.965006199400e+002
 -1.032288429887e-004  -4.031708503040e-004   1.483216958917e-004   5.618866112780e-003   2.406000008250e+001   1.960951568820e+002
 -5.362215762701e-005   8.746535649880e-004   1.476820662062e-004   5.261044595160e-003   2.406000003730e+001   1.962213650520e+002
 -5.827803264184e-005  -4.602706325060e-004   8.927337755393e-005   3.442600855660e-003   2.406000001080e+001   1.963179414880e+002
  9.979376167927e-005   1.938259184390e-003   2.160816719240e-004   8.776991056890e-003   2.405999992460e+001   1.966614781190e+002
  1.400426368515e-005   8.346582330810e-005  -1.014103409626e-004  -3.932341935980e-003   2.406000001820e+001   1.963402552820e+002
  1.158357884826e-004   2.266370080900e-003  -1.550854414064e-004  -6.244575482250e-003   2.406000008630e+001   1.961577373980e+002
  1.252578980221e-004   1.688967715010e-003  -7.812193184466e-005  -2.852083667470e-003   2.406000009940e+001   1.960028831650e+002
 -2.512984837001e-005   1.182846059700e-003  -2.577026181519e-004  -1.015345839010e-002   2.406000000510e+001   1.963580584980e+002
 -1.620061783283e-004  -1.004558510190e-003   5.368939312036e-005   2.372047796660e-003   2.405999988630e+001   1.953341580650e+002
 -1.088807645538e-004   2.834816890160e-004  -1.909629036916e-004  -7.471436357840e-003   2.406000006920e+001   1.957584684980e+002
  2.630473052933e-005   1.306504456210e-003   1.901214081670e-004   6.621717822610e-003   2.406000008320e+001   1.958843890170e+002
 -1.135868194071e-004  -9.606342245350e-004   7.589593862413e-005   2.534165698750e-003   2.406000006620e+001   1.957234677910e+002
  1.052345041846e-004   8.439175212870e-004  -9.310101660136e-005  -3.565520910600e-003   2.406000007490e+001   1.961795372420e+002
 -1.831893924398e-004  -2.311925610120e-003   3.149145258957e-004   1.197900834180e-002   2.406000010060e+001   1.959703845250e+002
 -1.468305304274e-004  -8.046046742960e-004  -2.959794744488e-005  -7.476035289230e-004   2.405999972560e+001   1.951077664150e+002
  6.744853891237e-005   9.181693839200e-004   1.201334621243e-004   4.817598122270e-003   2.405999983270e+001   1.967642473370e+002
 -1.414253773442e-004  -3.636793744080e-005   6.926990699842e-005   2.219925953340e-003   2.405999986560e+001   1.952824475240e+002
  2.790752755486e-006  -8.618356133100e-005   2.122745681845e-006  -2.353329114540e-004   2.406000007640e+001   1.960908999640e+002
 -3.451005443604e-005   1.408211961230e-003   1.906107407293e-004   6.922188571680e-003   2.406000007870e+001   1.958935693710e+002
  6.372963571855e-005   1.218044309990e-003   5.722779326694e-004   2.162548117660e-002   2.406000007180e+001   1.960689630310e+002
  1.483434554140e-004   3.075626168270e-003   9.372776965790e-006   5.414656728400e-004   2.406000011520e+001   1.959399459750e+002
 -4.284148832390e-006  -2.741200840100e-004   2.392582584712e-005   1.210692391110e-003   2.406000008930e+001   1.958791383270e+002
 -6.306829697700e-006  -3.074637999950e-004  -1.702125801155e-004  -6.505763054390e-003   2.406000009010e+001   1.959848799780e+002
  2.224699023666e-004   1.579251283900e-003   5.955403944148e-004   2.233165131370e-002   2.405999955770e+001   1.972900299890e+002
  1.011251489843e-004   1.971550111810e-003   1.789189236551e-004   6.904523409300e-003   2.405999989530e+001   1.967082040060e+002
  1.922899534382e-005   6.199086175140e-004   1.140830693522e-004   3.606794003400e-003   2.406000006960e+001   1.961343637610e+002
 -1.134421293944e-004   6.076098053480e-004  -6.454061924307e-005  -1.810296604580e-003   2.406000002200e+001   1.955684339990e+002
  1.165980703070e-004   7.001243159600e-004   1.327207110922e-004   4.563101216070e-003   2.405999998210e+001   1.965091530350e+002
  7.953799892379e-005   7.585267879860e-004   4.023414442576e-004   1.559224456140e-002   2.405999979060e+001   1.969480528130e+002
 -3.907382623876e-005   3.411874096220e-004  -5.341769358324e-005  -2.065836048150e-003   2.406000009160e+001   1.958538079620e+002
 -4.007741458078e-005   4.066932916380e-004   1.609547225360e-004   6.636413729520e-003   2.405999997950e+001   1.963993226750e+002
 -1.595845357407e-004  -6.278202350540e-004  -6.792540549285e-004  -2.507832815320e-002   2.405999964650e+001   1.951817852120e+002
 -1.347106952526e-004   3.299418648060e-004   4.875441823955e-005   2.272146324780e-003   2.405999983230e+001   1.952300823040e+002
 -1.321145746812e-004  -7.628925793670e-004  -1.196229831362e-004  -5.230704364520e-003   2.405999994110e+001   1.953829363140e+002
