   4.9979047e-02   1.4993524e-01    1.0 3.0
   0.0000000e+00   0.0000000e+00
   5.0006674e-04   2.8090000e-04
   9.9988579e-04   5.6553000e-04
   1.4996382e-03   8.4103000e-04
   1.9993905e-03   1.1306000e-03
   2.4992382e-03   1.4295000e-03
   2.9989905e-03   1.7403000e-03
   3.4988382e-03   2.0655000e-03
   3.9985905e-03   2.4078000e-03
   4.4983429e-03   2.7700000e-03
   4.9981905e-03   3.1551000e-03
   5.4979429e-03   3.5663000e-03
   5.9976953e-03   4.0069000e-03
   6.4975429e-03   4.4807000e-03
   6.9972953e-03   4.9914000e-03
   7.4971429e-03   5.5433000e-03
   7.9968953e-03   6.1410000e-03
   8.4966476e-03   6.7893000e-03
   8.9964953e-03   7.4936000e-03
   9.4962476e-03   8.2596000e-03
   9.9960000e-03   9.0936000e-03
   1.0496133e-02   1.0002000e-02
   1.0995314e-02   1.0994000e-02
   1.1495448e-02   1.2075000e-02
   1.1995581e-02   1.3256000e-02
   1.2494762e-02   1.4545000e-02
   1.2994895e-02   1.5953000e-02
   1.3494076e-02   1.7492000e-02
   1.3994209e-02   1.9173000e-02
   1.4494343e-02   2.1011000e-02
   1.4993524e-02   2.3020000e-02
   1.5493657e-02   2.5215000e-02
   1.5993791e-02   2.7614000e-02
   1.6492971e-02   3.0236000e-02
   1.6993105e-02   3.3124000e-02
   1.7493238e-02   3.6256000e-02
   1.7992419e-02   3.9677000e-02
   1.8492552e-02   4.3412000e-02
   1.8992686e-02   4.7489000e-02
   1.9491867e-02   5.1938000e-02
   1.9992000e-02   5.6790000e-02
   2.0491181e-02   6.2079000e-02
   2.0991314e-02   6.7842000e-02
   2.1491448e-02   7.4117000e-02
   2.1990628e-02   8.0945000e-02
   2.2490762e-02   8.8367000e-02
   2.2990895e-02   9.6428000e-02
   2.3490076e-02   1.0517000e-01
   2.3990209e-02   1.1465000e-01
   2.4490343e-02   1.2491000e-01
   2.4989524e-02   1.3599000e-01
   2.5489657e-02   1.4795000e-01
   2.5988838e-02   1.6083000e-01
   2.6488971e-02   1.7467000e-01
   2.6989105e-02   1.8952000e-01
   2.7488286e-02   2.0540000e-01
   2.7988419e-02   2.2234000e-01
   2.8488552e-02   2.4037000e-01
   2.8987733e-02   2.5948000e-01
   2.9487867e-02   2.7968000e-01
   2.9988000e-02   3.0096000e-01
   3.0487181e-02   3.2327000e-01
   3.0987314e-02   3.4657000e-01
   3.1486495e-02   3.7081000e-01
   3.1986628e-02   3.9589000e-01
   3.2486762e-02   4.2172000e-01
   3.2985943e-02   4.4819000e-01
   3.3486076e-02   4.7508000e-01
   3.3986209e-02   5.0243000e-01
   3.4485390e-02   5.3001000e-01
   3.4985524e-02   5.5767000e-01
   3.5485657e-02   5.8525000e-01
   3.5984838e-02   6.1261000e-01
   3.6484971e-02   6.3959000e-01
   3.6984152e-02   6.6605000e-01
   3.7484286e-02   6.9186000e-01
   3.7984419e-02   7.1690000e-01
   3.8483600e-02   7.4108000e-01
   3.8983733e-02   7.6429000e-01
   3.9483867e-02   7.8648000e-01
   3.9983047e-02   8.0758000e-01
   4.0483181e-02   8.2756000e-01
   4.0983314e-02   8.4638000e-01
   4.1482495e-02   8.6402000e-01
   4.1982628e-02   8.8050000e-01
   4.2481809e-02   8.9580000e-01
   4.2981943e-02   9.0994000e-01
   4.3482076e-02   9.2295000e-01
   4.3981257e-02   9.3484000e-01
   4.4481390e-02   9.4564000e-01
   4.4981524e-02   9.5537000e-01
   4.5480704e-02   9.6408000e-01
   4.5980838e-02   9.7178000e-01
   4.6480971e-02   9.7850000e-01
   4.6980152e-02   9.8427000e-01
   4.7480286e-02   9.8911000e-01
   4.7979466e-02   9.9304000e-01
   4.8479600e-02   9.9608000e-01
   4.8979733e-02   9.9825000e-01
   4.9478914e-02   9.9956000e-01
   4.9979047e-02   1.0000000e+00
   5.0479181e-02   9.9938000e-01
   5.0978362e-02   9.9764000e-01
   5.1478495e-02   9.9476000e-01
   5.1978628e-02   9.9076000e-01
   5.2477809e-02   9.8553000e-01
   5.2977943e-02   9.7911000e-01
   5.3477123e-02   9.7141000e-01
   5.3977257e-02   9.6243000e-01
   5.4477390e-02   9.5216000e-01
   5.4976571e-02   9.4051000e-01
   5.5476704e-02   9.2742000e-01
   5.5976838e-02   9.1284000e-01
   5.6476019e-02   8.9678000e-01
   5.6976152e-02   8.7917000e-01
   5.7476286e-02   8.5987000e-01
   5.7975466e-02   8.3898000e-01
   5.8475600e-02   8.1634000e-01
   5.8975733e-02   7.9196000e-01
   5.9474914e-02   7.6584000e-01
   5.9975047e-02   7.3796000e-01
   6.0475181e-02   7.0829000e-01
   6.0974362e-02   6.7688000e-01
   6.1474495e-02   6.4383000e-01
   6.1973676e-02   6.0913000e-01
   6.2473809e-02   5.7289000e-01
   6.2973943e-02   5.3526000e-01
   6.3473123e-02   4.9633000e-01
   6.3973257e-02   4.5629000e-01
   6.4472438e-02   4.1532000e-01
   6.4972571e-02   3.7361000e-01
   6.5472704e-02   3.3138000e-01
   6.5971885e-02   2.8886000e-01
   6.6472019e-02   2.4628000e-01
   6.6972152e-02   2.0403000e-01
   6.7471333e-02   1.6202000e-01
   6.7971466e-02   1.2061000e-01
   6.8471600e-02   8.0038000e-02
   6.8970781e-02   4.0474000e-02
   6.9470914e-02   2.0860000e-03
   6.9970095e-02  -3.4980000e-02
   7.0470228e-02  -7.0604000e-02
   7.0970362e-02  -1.0470000e-01
   7.1469542e-02  -1.3718000e-01
   7.1969676e-02  -1.6802000e-01
   7.2469809e-02  -1.9717000e-01
   7.2968990e-02  -2.2465000e-01
   7.3469123e-02  -2.5047000e-01
   7.3969257e-02  -2.7465000e-01
   7.4468438e-02  -2.9723000e-01
   7.4969524e-02  -3.1827000e-01
   7.5467752e-02  -3.3782000e-01
   7.5968838e-02  -3.5595000e-01
   7.6467066e-02  -3.7272000e-01
   7.6968152e-02  -3.8821000e-01
   7.7466380e-02  -4.0248000e-01
   7.7967466e-02  -4.1560000e-01
   7.8465694e-02  -4.2765000e-01
   7.8966781e-02  -4.3868000e-01
   7.9465009e-02  -4.4875000e-01
   7.9966095e-02  -4.5793000e-01
   8.0467181e-02  -4.6627000e-01
   8.0965409e-02  -4.7382000e-01
   8.1466495e-02  -4.8063000e-01
   8.1964723e-02  -4.8674000e-01
   8.2465809e-02  -4.9219000e-01
   8.2964037e-02  -4.9701000e-01
   8.3465123e-02  -5.0128000e-01
   8.3963352e-02  -5.0495000e-01
   8.4464438e-02  -5.0809000e-01
   8.4965524e-02  -5.1072000e-01
   8.5463752e-02  -5.1286000e-01
   8.5964838e-02  -5.1453000e-01
   8.6463066e-02  -5.1576000e-01
   8.6964152e-02  -5.1653000e-01
   8.7462380e-02  -5.1689000e-01
   8.7963466e-02  -5.1689000e-01
   8.8461694e-02  -5.1643000e-01
   8.8962781e-02  -5.1560000e-01
   8.9461009e-02  -5.1447000e-01
   8.9962095e-02  -5.1294000e-01
   9.0463181e-02  -5.1109000e-01
   9.0961409e-02  -5.0894000e-01
   9.1462495e-02  -5.0651000e-01
   9.1960723e-02  -5.0383000e-01
   9.2461809e-02  -5.0093000e-01
   9.2960037e-02  -4.9785000e-01
   9.3461123e-02  -4.9462000e-01
   9.3959352e-02  -4.9130000e-01
   9.4460438e-02  -4.8793000e-01
   9.4961524e-02  -4.8457000e-01
   9.5463562e-02  -4.8128000e-01
   9.5958933e-02  -4.7811000e-01
   9.6454303e-02  -4.7513000e-01
   9.6959199e-02  -4.7241000e-01
   9.7454570e-02  -4.6998000e-01
   9.7959466e-02  -4.6792000e-01
   9.8454837e-02  -4.6626000e-01
   9.8959733e-02  -4.6503000e-01
   9.9455103e-02  -4.6432000e-01
   9.9960000e-02  -4.6408000e-01
   1.0045537e-01  -4.6432000e-01
   1.0096027e-01  -4.6503000e-01
   1.0145564e-01  -4.6626000e-01
   1.0196053e-01  -4.6792000e-01
   1.0245590e-01  -4.6998000e-01
   1.0296080e-01  -4.7241000e-01
   1.0345617e-01  -4.7513000e-01
   1.0395154e-01  -4.7811000e-01
   1.0445644e-01  -4.8128000e-01
   1.0495181e-01  -4.8457000e-01
   1.0545670e-01  -4.8793000e-01
   1.0595207e-01  -4.9130000e-01
   1.0645697e-01  -4.9462000e-01
   1.0695234e-01  -4.9785000e-01
   1.0745724e-01  -5.0093000e-01
   1.0795261e-01  -5.0383000e-01
   1.0845751e-01  -5.0651000e-01
   1.0895288e-01  -5.0894000e-01
   1.0945777e-01  -5.1109000e-01
   1.0995314e-01  -5.1294000e-01
   1.1045804e-01  -5.1447000e-01
   1.1095341e-01  -5.1560000e-01
   1.1144878e-01  -5.1643000e-01
   1.1195368e-01  -5.1689000e-01
   1.1244905e-01  -5.1689000e-01
   1.1295394e-01  -5.1653000e-01
   1.1344931e-01  -5.1576000e-01
   1.1395421e-01  -5.1453000e-01
   1.1444958e-01  -5.1286000e-01
   1.1495448e-01  -5.1072000e-01
   1.1544985e-01  -5.0809000e-01
   1.1595474e-01  -5.0495000e-01
